questid,dialognum,str,state
2016,0,Kalin request cardrins to make remantororo source. Will you accept it?,0
2016,5,You can collect cardrin from all type of RedMantiss.,0
2016,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2016,7,Well done. You successfully complete quest,0
2016,10,You do not have enough cardrins.,0
2017,0,Martin request hammarbles to make magic orb. Will you accept it?,0
2017,5,You can collect hammarble from all type of JackTheHammers.,0
2017,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2017,7,Well done. You successfully complete quest,0
2017,10,You do not have enough hammarbles.,0
2018,0,Bill request gigglandes to make his mark. Will you accept it?,0
2018,5,You can collect gigglande from all type of GiggleBoxs.,0
2018,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2018,7,Well done. You successfully complete quest,0
2018,10,You do not have enough gigglandes.,0
2019,0,Helena request moonstones to repair Saint Hall. Will you accept it?,0
2019,5,You can collect moonstone from all type of Rockmuscles.,0
2019,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2019,7,Well done. You successfully complete quest,0
2019,10,You do not have enough moonstones.,0
2020,0,Madrigal Animal Association request bobands to help injured animal. Will you accept it?,0
2020,5,You can collect boband from all type of Hoboa.,0
2020,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2020,7,Well done. You successfully complete quest,0
2020,10,You do not have enough bobands.,0
2021,0,Strange collecter request dumblings for his collection. Will you accept it?,0
2021,5,You can collect dumbling from all type of DumbBulls.,0
2021,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2021,7,Well done. You successfully complete quest,0
2021,10,You do not have enough dumblings.,0
2022,0,Mayer request kalins to make a present for his wife. Will you accept it?,0
2022,5,You can collect kalin from all type of Totemias.,0
2022,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2022,7,Well done. You successfully complete quest,0
2022,10,You do not have enough kalins.,0
2023,0,Helena request clockhearts to make new heart for her sick brother. Will you accept it?,0
2023,5,You can collect clockheart from all type of Cardpuppets.,0
2023,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2023,7,Well done. You successfully complete quest,0
2023,10,"",0
2024,0,"Bill request tombmarbles to make the best marble, marble of devil. Will you accept it?",0
2024,5,You can collect tombmarble from all type of Tombstonebearers.,0
2024,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2024,7,Well done. You successfully complete quest,0
2024,10,You do not have enough tombmarbles.,0
2025,0,Fighters request golden fists to make golden glove. Will you accept it?,0
2025,5,You can collect golden fist from all type of Basques.,0
2025,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2025,7,Well done. You successfully complete quest,0
2025,10,You do not have enough golden fists.,0
2026,0,Mayer request orbrins to make marble for his son. Will you accept it?,0
2026,5,You can collect orbrin from all type of Pranksters.,0
2026,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2026,7,Well done. You successfully complete quest,0
2026,10,You do not have enough orbrins.,0
2027,0,Strange collecter request tomas for his collection. Will you accept it?,0
2027,5,You can collect toma from all type of Leyenas.,0
2027,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2027,7,Well done. You successfully complete quest,0
2027,10,You do not have enough tomas.,0
2028,0,Olien request steamtears to make new lens. Will you accept it?,0
2028,5,You can collect steamtear from all type of Steamwalkers.,0
2028,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2028,7,Well done. You successfully complete quest,0
2028,10,You do not have enough steamtears.,0
2029,0,Soldiers request knightlers to make muffler. Will you accept it?,0
2029,5,You can collect knightler from all type of SteelKnights.,0
2029,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2029,7,Well done. You successfully complete quest,0
2029,10,You do not have enough knightlers.,0
2030,0,Dwarpets request wheeshoes to use them in there fastival. Will you accept it?,0
2030,5,You can collect wheeshoe from all type of NuttyWheels.,0
2030,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2030,7,Well done. You successfully complete quest,0
2030,10,You do not have enough wheeshoes.,0
2031,0,Erons industrial complex manager request droils to use as fuel for crane. Will you accept it?,0
2031,5,You can collect droil from all type of Drillers.,0
2031,6,"You cannot collect them? OK. If you change your mind, come back to me.",0
2031,7,Well done. You successfully complete quest,0
2031,10,You do not have enough droils.,0
2032,0,A request for collecting GR bandage to make a bandage for medical treatment of patients was submitted. Will you accept this request?,0
2032,5,You can collect it from a group of GR/ Small GR/ GR/ Captain GR/ Giant GR,0
2032,6,You mean making a collection is impossible? I got it. Come to me If you request it again by chance,0
2032,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it,0
2032,10,The number of GR bandage is insufficient. It should be accurate.,0
2033,0,A request for collecting Ampere which is material for a battery of radiations is submitted because Dwarpet needs to work at night. Will you accept this request?,0
2033,5,You can collect it from a group of Bolt. You can get it from all of  Small Bolt/ Bolt/ Captain Bolt and Giant Bolt,0
2033,6,You mean making a collection is impossible? I got it. Come to me If you request it again by chance.,0
2033,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it,0
2033,10,The number of Ampere is insufficient. It should be accurate,0
2034,0,Mysterious collector wants another collection again. He asks us to collect Guardieye. Will you accept this request?,0
2034,5,You can collect it from a group of Elder Guard. You can get it from all of  Small Elder Guard/ Elder Guard/ Captain Elder Guard and Giant Elder Guard.,0
2034,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2034,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it,0
2034,10,The number of Ampere is insufficient. It should be accurate,0
2035,0,Dwapet requested us to collect Dumptire which is attached to wood wheels to protect it.,0
2035,5,You can collect it from a group of Dump. You can get it from all of Small Dump/ Dump/ Captain Dump and Giant Dump.,0
2035,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2035,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2035,10,The number of Ampere is insufficient. It should be accurate.,0
2036,0,Mysterious collector wants another collection again. This time he asked us to collect Garbageton.,0
2036,5,You can collect it from a group of Garbageton. You can get it from all of  Small Garbageton/ Garbageton/ Captain Garbageton and Giant Garbageton.,0
2036,6,You mean making a collection is impossible? I got it. Come to me If you request it again by chance.,0
2036,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2036,10,The number of Garbageton is insufficient. It should be accurate.,0
2037,0,Because a widow lost relics of her husband which is a jewel on her ring. So she requested us to collect Eronior which is the material of jewel ring.,0
2037,5,You can collect it from a group of Crane Machinery. You can get it from all of Small Crane Machinery/ Machinery/ Captain Machinery and Giant Machinery.,0
2037,6,You mean making a collection is impossible? I got it. Come to me If you request it again by chance.,0
2037,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2037,10,The number of Ampere is insufficient. It should be accurate.,0
2038,0,Remina requested us to collect Repygle which is material of sunglasses to be disguised.,0
2038,5,You can collect it from a group of Nautrepy. You can get it from all of  Small Nautrepy/ Nautrepy/ Captain Nautrepy and Giant Nautrepy.,0
2038,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2038,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2038,10,The number of Repygle is insufficient. It should be accurate.,0
2039,0,Heaven requested us to collect Sycale which is material of wallpaper used for redesigning Magic Shop. Will you accept this request?,0
2039,5,You can collect it from a group of Syliaca. You can get it from all of Small Syliaca/ Syliaca/ Captain Syliaca and Giant Syliaca.,0
2039,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2039,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2039,10,The number of Sycale is insufficient. It should be accurate.,0
2040,0,Mysterious collector wants another collection again. This time he asked us to collect Mongtear.,0
2040,5,You can collect it from a group of Greemong. You can get it from all of  Small Greemong/ Greemong/ Captain Greemong and Giant Greemong.,0
2040,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2040,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2040,10,The number of Mongtear is insufficient. It should be accurate.,0
2041,0,Newbie doctors requested us to collect Booposn to produce an anesthetic.,0
2041,5,You can collect it from a group of Boo. You can get it from all of  Small Boo/ Boo/ Captain Boo and Giant Boo.,0
2041,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2041,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2041,10,The number of Booposn is insufficient. It should be accurate.,0
2042,0,Firework Producer requested us to collect Bombtimer which is material of new firework. Will you accept this request?,0
2042,5,You can collect it from a group of Carrierbomb. You can get it from all of  Small Carrierbomb/ Carrierbomb/ Captain Carrierbomb and Giant Carriebomb.,0
2042,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2042,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2042,10,The number of Bombtimer is insufficient. It should be accurate.,0
2043,0,Bolpor requested us to collect Prewing which is material of snack for children. Will you accept this request?,0
2043,5,You can collect it from a group of Hoppre. You can get it from all of Small Hoppre/ Hoppre/ Captain Hoppre and Giant Hoppre.,0
2043,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2043,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2043,10,The number of Prewing is insufficient. It should be accurate.,0
2044,0,Chitller requested us to collect Poiespore which is material of mushroom farm. Will you accept this request?,0
2044,5,You can collect it from a group of Mushpoie. You can get it from all of  Small Mushpoie/ Mushpoie/ Captain Mushpoie and Giant Mushpoie.,0
2044,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2044,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2044,10,The number of Poiespore is insufficient. It should be accurate.,0
2045,0,Acrobat masters requested us to collect Renyken which is material of new arms. Will you accept this request?,0
2045,5,You can collect it from a group of Iren. You can get it from all of Small Iren/ Iren/ Captain Iren and Giant Iren.,0
2045,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2045,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2045,10,The number of Renyken is insufficient. It should be accurate.,0
2046,0,Darkon natives requested us to collect Tangkask to escape from dangerous Watangka.,0
2046,5,You can collect it from a group of Watangka. You can get it from all of  Small Watangka/ Watangka/ Captain Watangka and Giant Watangka.,0
2046,6,You mean making a collection is impossible? I got it. Come to me if you request it again by chance.,0
2046,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2046,10,The number of Tangkask is insufficient. It should be accurate.,0
2047,0,we have got requested from the public office to collect Rootioe which is substitution of the woodworking materials because Woodworking materials are running out. Will you accept this request?,0
2047,5,You can collect it from a group of Antiquery. You can get it from all of Small Antiquery/ Antiquery/ Captain Antiquery and Giant Antiquery.,0
2047,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2047,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2047,10,The number of Rootioe is insufficient. It should be accurate.,0
2048,0,Remina requested us to collect Luchest to make the most strong shiled in the world. Will you accept this request?,0
2048,5,You can collect it from a group of Luia. You can get it from all of Small Luia/ Luia/ Captain Luia and Giant Luia.,0
2048,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2048,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2048,10,The number of Luchest is insufficient. It should be accurate.,0
2049,0,Madrigal beauty contest sponsor requested us to collect Eronsimint for making a toros as an award. Will you accept this request?,0
2049,5,You can collect it from a group of Gongury. You can get it from all of Small Gongury/ Gongury/ Captain Gongury and Giant Gongury.,0
2049,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2049,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2049,10,The number of Eronsimit is insufficient. It should be accurate.,0
2050,0,Lucky requested us to collect Hammamer which is material of new tools. Will you accept this request?,0
2050,5,You can collect it from a group of Shuhamma. You can get it from all of Small Shuhamma/ Shuhamma/ Captain Shuhamma and Giant Shuhamma.,0
2050,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2050,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2050,10,The number of Hammamer is insufficient. It should be accurate.,0
2051,0,Mysterious collector wants another collection again. This time he asked us to collect Rnamond. Will you accept this request?,0
2051,5,You can collect it from a group of Kern. You can get it from all of Small Kern/ Kern/ Captain Kern and Giant Kern.,0
2051,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2051,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2051,10,The number of Rnamond is insufficient. It should be accurate.,0
2052,0,Could you do me a favor? I need Phanbubble. Can you please accept my request?,0
2052,5,You can collect it from a group of Glaphan. You can get it from all of Small Glaphan/ Glaphan/ Captain Glaphan and Giant Glaphan.,0
2052,6,You mean making a collection is impossible? I got it. Come to me if you want to request it again by chance.,0
2052,7,Good Job! You successfully completed the request. Here is compensation for the request. Take it.,0
2052,10,The number of Glaphan is insufficient. It should be accurate.,0
4000,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4000,5,"If you want to remit your sin, hunt 200 sinful Wagsaac from now on.",0
4000,6,When are you going to purge away your deep sin....,0
4000,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4000,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4001,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4001,5,"If you want to remit your sin, hunt 200 sinful Mr Pumpkin from now on.",0
4001,6,When are you going to purge away your deep sinâ€¦,0
4001,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4001,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4002,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4002,5,"If you want to remit your sin, hunt 200 sinful Giggle Box from now on.",0
4002,6,When are you going to purge away your deep sinâ€¦,0
4002,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4002,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4003,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4003,5,"If you want to remit your sin, hunt 200 sinful Hobo from now on.",0
4003,6,When are you going to purge away your deep sinâ€¦,0
4003,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4003,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4004,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4004,5,"If you want to remit your sin, hunt 200 sinful Cardpupet from now on.",0
4004,6,When are you going to purge away your deep sinâ€¦,0
4004,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4004,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4005,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4005,5,"If you want to remit your sin, hunt 200 sinful Basque from now on.",0
4005,6,When are you going to purge away your deep sinâ€¦,0
4005,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4005,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4006,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4006,5,"If you want to remit your sin, hunt 200 sinful Leyena from now on.",0
4006,6,When are you going to purge away your deep sinâ€¦,0
4006,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4006,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4007,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4007,5,"If you want to remit your sin, hunt 200 sinful SteelKnight from now on.",0
4007,6,When are you going to purge away your deep sinâ€¦,0
4007,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4007,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4008,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4008,5,"If you want to remit your sin, hunt 200 sinful Volt from now on.",0
4008,6,When are you going to purge away your deep sinâ€¦,0
4008,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4008,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4009,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4009,5,"If you want to remit your sin, hunt 200 sinful Garbagepider from now on.",0
4009,6,When are you going to purge away your deep sinâ€¦,0
4009,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4009,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4010,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4010,5,"If you want to remit your sin, hunt 200 sinful Greemong from now on.",0
4010,6,When are you going to purge away your deep sinâ€¦,0
4010,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4010,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4011,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4011,5,"If you want to remit your sin, hunt 200 sinful Hoppre from now on.",0
4011,6,When are you going to purge away your deep sinâ€¦,0
4011,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4011,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4012,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4012,5,"If you want to remit your sin, hunt 200 sinful Iren from now on.",0
4012,6,When are you going to purge away your deep sinâ€¦,0
4012,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4012,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4013,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4013,5,"If you want to remit your sin, hunt 200 sinful Watangka from now on.",0
4013,6,When are you going to purge away your deep sinâ€¦,0
4013,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4013,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4014,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4014,5,"If you want to remit your sin, hunt 200 sinful Luia from now on.",0
4014,6,When are you going to purge away your deep sinâ€¦,0
4014,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4014,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4015,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4015,5,"If you want to remit your sin, hunt 200 sinful Shuhamma from now on.",0
4015,6,When are you going to purge away your deep sinâ€¦,0
4015,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4015,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4016,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4016,5,"If you want to remit your sin, hunt 200 sinful Glaphan from now on.",0
4016,6,When are you going to purge away your deep sinâ€¦,0
4016,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4016,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4017,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4017,5,"If you want to remit your sin, hunt 50 sinful Wagsaac from now on.",0
4017,6,When are you going to purge away your deep sinâ€¦,0
4017,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4017,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4018,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4018,5,"If you want to remit your sin, hunt 50 sinful Mr Pumpkin from now on.",0
4018,6,When are you going to purge away your deep sinâ€¦,0
4018,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4018,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4019,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4019,5,"If you want to remit your sin, hunt 50 sinful GiggleBox from now on.",0
4019,6,When are you going to purge away your deep sinâ€¦,0
4019,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4019,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4020,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4020,5,"If you want to remit your sin, hunt 50 sinful Hobo from now on.",0
4020,6,When are you going to purge away your deep sinâ€¦,0
4020,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4020,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4021,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4021,5,"If you want to remit your sin, hunt 50 sinful Cardpuppet from now on.",0
4021,6,When are you going to purge away your deep sinâ€¦,0
4021,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4021,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4022,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4022,5,"If you want to remit your sin, hunt 50 sinful Basque from now on.",0
4022,6,When are you going to purge away your deep sinâ€¦,0
4022,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4022,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4023,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4023,5,"If you want to remit your sin, hunt 50 sinful Leyena from now on.",0
4023,6,When are you going to purge away your deep sinâ€¦,0
4023,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4023,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4024,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4024,5,"If you want to remit your sin, hunt 50 sinful SteelKnight from now on.",0
4024,6,When are you going to purge away your deep sinâ€¦,0
4024,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4024,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4025,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4025,5,"If you want to remit your sin, hunt 50 sinful Volt from now on.",0
4025,6,When are you going to purge away your deep sinâ€¦,0
4025,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4025,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4026,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4026,5,"If you want to remit your sin, hunt 50 sinful Garbagepider from now on.",0
4026,6,When are you going to purge away your deep sinâ€¦,0
4026,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4026,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4027,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4027,5,"If you want to remit your sin, hunt 50 sinful Greemong from now on.",0
4027,6,When are you going to purge away your deep sinâ€¦,0
4027,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4027,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4028,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4028,5,"If you want to remit your sin, hunt 50 sinful Hoppre from now on.",0
4028,6,When are you going to purge away your deep sinâ€¦,0
4028,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4028,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4029,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4029,5,"If you want to remit your sin, hunt 50 sinful Iren from now on.",0
4029,6,When are you going to purge away your deep sinâ€¦,0
4029,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4029,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4030,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4030,5,"If you want to remit your sin, hunt 50 sinful Watangka from now on.",0
4030,6,When are you going to purge away your deep sinâ€¦,0
4030,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4030,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4031,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4031,5,"If you want to remit your sin, hunt 50 sinful Luia from now on.",0
4031,6,When are you going to purge away your deep sinâ€¦,0
4031,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4031,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4032,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4032,5,"If you want to remit your sin, hunt 50 sinful Shuhamma from now on.",0
4032,6,When are you going to purge away your deep sinâ€¦,0
4032,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4032,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4033,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4033,5,"If you want to remit your sin, hunt 50 sinful Glaphan from now on.",0
4033,6,When are you going to purge away your deep sinâ€¦,0
4033,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4033,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4034,0,There is a quest for remitting your sin. Do you want to accomplish this quest?,0
4034,5,"If you collect 10 gems of sin, I will forgive your sin.",0
4034,6,When are you going to purge away your deep sinâ€¦,0
4034,7,"For accomplishing the quest of yours, your sin has been forgiven. Do something good from now on.",0
4034,10,"If you are unwilling to remit your sin by yourself, this quest will be in vain.",0
4035,0,The only way to go out of this island is to use Warf which is in the outside of the island. Do you want to complete the quest to get the key for using Warf zone?,0
4035,5,I will give you the key if you bring me 30 beeds of sin. You can get the beads in the empty lot beside of the campsite.,0
4035,6,Just stay here if you love this island.,0
4035,7,Here is your key. Go and never come back.,0
4035,10,In other words you buy your freedom with the beads of sin. Do your best.,0
4036,0,There is a quest for reducing your sin. Do you want to complete it?,0
4036,5,Then hunt 200 Peperns which commited a lot of sin,0
4036,6,Nobody knows when people can overcome their sinâ€¦,0
4036,7,Now I let you free from your sin because you complete your duty. Be nice from now on.,0
4036,10,It is meaningless if you do not want to expiate your sin.,0
4037,0,There is a quest for reducing your sin. Do you want to complete it?,0
4037,5,Then hunt 50 Peperns which commited a lot of sin.,0
4037,6,Nobody knows when people can overcome their sinâ€¦,0
4037,7,Now I let you free from your sin because you complete your duty. Be nice from now on.,0
4037,10,It is meaningless if you do not want to expiate your sin.,0
41,5,DUMMY TEXT,0
41,5,DUMMY TEXT,0
42,5,DUMMY TEXT,0
1,0,So you want to be a Mercenary. You should go see Valin,0
1,0,Im hungry. Go get me lunch,1
1,0,Heres Valin's lunch,2
1,0,"Go to Boboko, he knows how to make Blade breavasdfasdfaery something",3
1,0,I need 10 Vision stones from Grownup Lawolf to make Blade Breavery,4
